shipment_id,order_date,warehouse,destination_region,vehicle_type,distance_km,weight_kg,shipment_count,warehouse_processing_hours,traffic_level,weather,delivery_days,promised_days,delay_flag,shipping_cost,delay_reason
SHP0208,2026-07-27,Bareilly,West,Van,205.7,14.7,4,2.7,Low,Rain,4.52,2.5,1,613.14,Warehouse Delay
SHP0209,2026-07-28,Lucknow,Central,Van,111.5,30.7,1,5.6,Low,Clear,2.6,2.5,1,552.38,Weather
SHP0210,2026-07-29,Kanpur,Central,Van,177.6,10.3,3,10.0,High,Cloudy,4.35,2.5,1,590.77,Route Congestion
SHP0211,2026-07-30,Lucknow,West,Truck,319.0,27.7,1,15.8,Medium,Clear,7.59,4.0,1,1084.15,Traffic
SHP0212,2026-07-31,Kanpur,West,Van,347.7,13.7,3,12.5,High,Cloudy,7.63,4.0,1,1057.5,Route Congestion
SHP0213,2026-08-01,Kanpur,West,Truck,237.0,34.3,2,2.5,Low,Clear,5.44,4.0,1,810.16,Route Congestion
SHP0214,2026-08-02,Jaipur,East,Truck,163.7,31.0,3,11.1,Medium,Clear,4.17,2.5,1,688.97,Traffic
SHP0215,2026-08-03,Kanpur,East,Van,115.9,10.9,3,4.8,Low,Cloudy,2.84,2.5,1,423.65,Traffic
SHP0216,2026-08-04,Lucknow,East,Bike,220.6,27.1,4,13.5,Medium,Cloudy,6.11,4.0,1,824.65,Weather
SHP0217,2026-08-05,Delhi,West,Van,134.3,12.1,2,15.1,Low,Clear,3.6,2.5,1,420.29,Route Congestion
SHP0218,2026-08-06,Delhi,Central,Bike,238.2,21.4,2,11.1,Low,Clear,6.43,4.0,1,841.8,Warehouse Delay
SHP0219,2026-08-07,Jaipur,North,Van,285.2,23.2,3,11.1,Medium,Clear,6.55,4.0,1,943.92,Weather
SHP0220,2026-08-08,Bareilly,West,Truck,30.6,29.1,1,6.8,Low,Rain,1.41,1.5,0,401.31,None
SHP0221,2026-08-09,Delhi,North,Van,3.4,1.3,1,8.6,Medium,Clear,1.01,1.5,0,81.79,None
SHP0222,2026-08-10,Jaipur,East,Van,91.5,8.1,3,15.7,Medium,Clear,2.76,2.5,1,405.9,Traffic
SHP0223,2026-08-11,Kanpur,East,Bike,376.0,25.1,4,13.3,Low,Clear,9.86,4.0,1,1113.98,Route Congestion
SHP0224,2026-08-12,Lucknow,North,Truck,272.5,19.9,3,9.8,High,Clear,6.53,4.0,1,911.06,Warehouse Delay
SHP0225,2026-08-13,Kanpur,East,Bike,74.7,17.6,4,7.3,Medium,Clear,2.47,1.5,1,463.39,Warehouse Delay
SHP0226,2026-08-14,Lucknow,North,Bike,374.2,2.4,1,1.9,High,Clear,9.52,4.0,1,901.12,Warehouse Delay
SHP0227,2026-08-15,Bareilly,West,Bike,199.0,12.5,2,3.4,Medium,Cloudy,5.25,2.5,1,695.25,Weather
SHP0228,2026-08-16,Jaipur,North,Bike,201.5,30.3,3,4.3,Medium,Rain,5.37,2.5,1,823.31,Warehouse Delay
SHP0229,2026-08-17,Jaipur,Central,Van,393.1,1.6,2,7.3,Medium,Rain,8.23,4.0,1,1003.4,Weather
SHP0230,2026-08-18,Delhi,West,Van,27.8,14.2,1,17.1,High,Clear,1.52,1.5,1,281.93,Weather
SHP0231,2026-08-19,Jaipur,West,Bike,92.7,33.1,1,9.6,Medium,Clear,2.91,2.5,1,551.89,Traffic
SHP0232,2026-08-20,Bareilly,Central,Bike,247.3,2.3,4,5.0,Low,Cloudy,6.54,4.0,1,604.73,Warehouse Delay
SHP0233,2026-08-21,Delhi,East,Bike,84.5,26.4,3,2.8,Low,Cloudy,2.31,2.5,0,509.04,None
SHP0234,2026-08-22,Kanpur,East,Van,286.4,9.4,2,6.8,Medium,Clear,6.06,4.0,1,801.67,Traffic
SHP0235,2026-08-23,Jaipur,North,Bike,92.3,30.4,2,14.9,Low,Cloudy,3.4,2.5,1,524.79,Route Congestion
SHP0236,2026-08-24,Kanpur,West,Van,44.3,26.2,1,7.5,Low,Cloudy,1.46,1.5,0,352.55,None
SHP0237,2026-08-25,Kanpur,West,Bike,89.3,31.1,4,14.1,Low,Cloudy,3.12,2.5,1,520.56,Weather
SHP0238,2026-08-26,Jaipur,Central,Bike,179.3,7.9,1,14.6,Medium,Cloudy,5.41,2.5,1,541.9,Route Congestion
SHP0239,2026-08-27,Lucknow,West,Van,76.4,18.8,4,2.9,Low,Clear,2.02,1.5,1,410.16,Weather
SHP0240,2026-08-28,Kanpur,East,Van,59.2,27.4,1,11.3,Medium,Clear,1.86,1.5,1,436.88,Route Congestion
SHP0241,2026-08-29,Delhi,East,Bike,361.7,9.0,2,17.3,Medium,Clear,9.74,4.0,1,1011.8,Weather
SHP0242,2026-08-30,Jaipur,East,Bike,136.6,8.5,2,7.8,High,Clear,3.94,2.5,1,511.31,Warehouse Delay
SHP0243,2026-08-31,Delhi,West,Truck,153.4,1.4,4,1.9,Low,Cloudy,3.94,2.5,1,479.86,Weather
SHP0244,2026-09-01,Kanpur,Central,Bike,26.0,33.6,1,16.7,Medium,Clear,1.56,1.5,1,426.64,Warehouse Delay
SHP0245,2026-09-02,Kanpur,East,Van,152.0,25.0,2,16.0,Medium,Clear,3.9,2.5,1,659.37,Route Congestion
SHP0246,2026-09-03,Delhi,Central,Van,113.4,22.4,2,9.9,Medium,Cloudy,2.92,2.5,1,542.47,Traffic
SHP0247,2026-09-04,Kanpur,West,Bike,257.6,26.2,2,10.4,Medium,Cloudy,6.84,4.0,1,829.22,Route Congestion
SHP0248,2026-09-05,Jaipur,Central,Van,88.6,18.8,1,4.6,Low,Cloudy,2.43,2.5,0,466.68,None
SHP0249,2026-09-06,Kanpur,Central,Van,373.4,16.9,4,14.9,High,Clear,8.65,4.0,1,1118.18,Traffic
SHP0250,2026-09-07,Delhi,North,Truck,390.7,16.0,2,9.5,Low,Cloudy,8.85,4.0,1,1079.13,Weather
SHP0251,2026-09-08,Delhi,East,Bike,44.6,22.6,2,1.6,High,Clear,1.53,1.5,1,416.97,Route Congestion
SHP0252,2026-09-09,Jaipur,North,Bike,47.8,7.5,2,12.6,Medium,Clear,1.83,1.5,1,263.5,Weather
SHP0253,2026-09-10,Delhi,North,Bike,51.1,31.1,4,17.2,Low,Clear,2.25,1.5,1,452.43,Warehouse Delay
SHP0254,2026-09-11,Lucknow,East,Van,261.4,28.5,2,15.1,Medium,Clear,6.05,4.0,1,960.77,Route Congestion
SHP0255,2026-09-12,Kanpur,West,Van,53.9,12.6,2,5.7,Low,Cloudy,1.57,1.5,1,309.18,Weather
SHP0256,2026-09-13,Delhi,Central,Bike,358.4,20.5,2,1.9,Medium,Clear,9.07,4.0,1,1066.91,Traffic
SHP0257,2026-09-14,Kanpur,West,Bike,317.5,5.4,2,17.0,Medium,Clear,8.75,4.0,1,877.76,Traffic
SHP0258,2026-09-15,Delhi,Central,Truck,344.9,34.0,1,16.9,Low,Cloudy,8.3,4.0,1,1145.01,Weather
SHP0259,2026-09-16,Delhi,North,Bike,222.4,31.6,3,10.1,Low,Cloudy,6.05,4.0,1,870.35,Warehouse Delay
SHP0260,2026-09-17,Jaipur,West,Van,418.6,32.3,1,11.9,Medium,Clear,8.85,4.0,1,1227.93,Traffic
SHP0261,2026-09-18,Kanpur,North,Van,21.4,12.0,1,8.9,Low,Rain,1.32,1.5,0,186.66,None
SHP0262,2026-09-19,Delhi,West,Bike,170.3,6.3,1,8.1,High,Cloudy,4.97,2.5,1,519.71,Traffic
SHP0263,2026-09-20,Lucknow,East,Bike,138.1,7.8,2,3.0,Medium,Rain,4.06,2.5,1,491.58,Traffic
SHP0264,2026-09-21,Bareilly,East,Bike,398.6,3.6,4,2.6,Medium,Rain,10.23,4.0,1,1018.36,Warehouse Delay
SHP0265,2026-09-22,Bareilly,Central,Truck,243.6,4.6,3,5.0,Low,Rain,5.57,4.0,1,597.47,Traffic
SHP0266,2026-09-23,Jaipur,East,Bike,339.2,3.0,4,15.2,Medium,Cloudy,8.99,4.0,1,872.67,Warehouse Delay
SHP0267,2026-09-24,Jaipur,West,Bike,74.0,34.6,2,3.5,High,Clear,2.38,1.5,1,562.21,Route Congestion
SHP0268,2026-09-25,Lucknow,Central,Bike,411.1,3.1,4,4.9,Low,Clear,10.22,4.0,1,1002.9,Route Congestion
SHP0269,2026-09-26,Kanpur,North,Bike,210.9,5.1,1,10.3,Low,Clear,5.89,2.5,1,498.4,Route Congestion
SHP0270,2026-09-27,Jaipur,Central,Van,208.9,29.0,3,4.7,Low,Cloudy,4.63,2.5,1,809.64,Warehouse Delay
SHP0271,2026-09-28,Lucknow,West,Bike,407.9,20.5,4,3.8,Medium,Clear,10.44,4.0,1,1197.71,Traffic
SHP0272,2026-09-29,Delhi,East,Van,161.8,27.2,3,10.6,Medium,Cloudy,4.05,2.5,1,770.45,Route Congestion
SHP0273,2026-09-30,Delhi,North,Van,168.8,22.3,4,7.3,Medium,Clear,4.01,2.5,1,716.3,Warehouse Delay
SHP0274,2026-10-01,Bareilly,West,Truck,246.8,30.9,2,11.6,Medium,Clear,6.2,4.0,1,892.92,Weather
SHP0275,2026-10-02,Jaipur,East,Bike,56.4,22.5,1,16.5,Low,Clear,2.44,1.5,1,409.39,Traffic
SHP0276,2026-10-03,Jaipur,East,Truck,136.9,18.5,4,3.6,Low,Clear,3.36,2.5,1,504.92,Weather
SHP0277,2026-10-04,Jaipur,Central,Van,83.6,25.1,1,16.5,Low,Clear,2.82,2.5,1,428.95,Weather
SHP0278,2026-10-05,Kanpur,North,Bike,46.1,15.9,4,16.3,High,Clear,2.35,1.5,1,421.87,Route Congestion
SHP0279,2026-10-06,Delhi,Central,Van,364.2,12.4,3,15.1,Medium,Cloudy,8.05,4.0,1,930.09,Traffic
SHP0280,2026-10-07,Delhi,East,Truck,248.8,16.6,4,11.7,Medium,Clear,6.0,4.0,1,806.02,Warehouse Delay
SHP0281,2026-10-08,Lucknow,East,Bike,152.6,6.4,2,11.5,Medium,Clear,4.63,2.5,1,448.98,Route Congestion
SHP0282,2026-10-09,Jaipur,West,Truck,173.4,28.0,4,11.9,Low,Clear,4.61,2.5,1,721.36,Warehouse Delay
SHP0283,2026-10-10,Kanpur,North,Van,182.9,9.5,1,12.7,Low,Clear,4.39,2.5,1,498.01,Weather
SHP0284,2026-10-11,Jaipur,North,Van,267.0,5.8,2,1.3,Low,Clear,5.7,4.0,1,710.1,Traffic
SHP0285,2026-10-12,Jaipur,Central,Truck,389.5,9.0,1,17.3,High,Cloudy,9.18,4.0,1,1051.1,Weather
SHP0286,2026-10-13,Bareilly,West,Van,392.0,29.6,4,11.0,Medium,Cloudy,8.44,4.0,1,1281.21,Warehouse Delay
SHP0287,2026-10-14,Delhi,North,Truck,166.3,11.9,3,14.3,Medium,Clear,4.49,2.5,1,575.88,Weather
SHP0288,2026-10-15,Jaipur,West,Bike,140.3,24.2,4,7.4,Low,Clear,3.91,2.5,1,585.54,Route Congestion
SHP0289,2026-10-16,Jaipur,West,Van,191.1,30.0,4,1.2,Low,Clear,4.36,2.5,1,765.22,Weather
SHP0290,2026-10-17,Jaipur,North,Van,239.8,3.2,2,9.7,Medium,Clear,5.44,4.0,1,596.32,Warehouse Delay
SHP0291,2026-10-18,Bareilly,North,Bike,195.6,26.9,1,9.6,Medium,Cloudy,5.46,2.5,1,763.85,Traffic
SHP0292,2026-10-19,Lucknow,Central,Van,277.7,11.1,4,8.4,High,Clear,6.25,4.0,1,885.6,Warehouse Delay
SHP0293,2026-10-20,Bareilly,West,Bike,234.2,8.0,2,6.8,Medium,Cloudy,6.07,4.0,1,760.95,Route Congestion
SHP0294,2026-10-21,Lucknow,East,Bike,136.7,24.3,1,5.2,Medium,Clear,3.81,2.5,1,577.84,Traffic
SHP0295,2026-10-22,Jaipur,Central,Bike,147.2,31.9,4,10.0,Medium,Clear,4.47,2.5,1,717.21,Weather
SHP0296,2026-10-23,Jaipur,Central,Bike,160.9,10.7,4,7.4,High,Clear,4.62,2.5,1,590.08,Warehouse Delay
SHP0297,2026-10-24,Bareilly,East,Bike,42.5,20.1,2,17.5,Medium,Clear,2.07,1.5,1,378.7,Warehouse Delay
SHP0298,2026-10-25,Jaipur,Central,Bike,72.2,10.5,4,3.9,Medium,Rain,2.58,1.5,1,386.09,Weather
SHP0299,2026-10-26,Lucknow,Central,Van,304.5,19.6,1,6.4,High,Clear,6.84,4.0,1,961.21,Warehouse Delay
SHP0300,2026-10-27,Delhi,Central,Van,165.3,22.0,1,6.0,Low,Cloudy,3.86,2.5,1,648.42,Warehouse Delay
SHP0301,2026-10-28,Lucknow,North,Van,92.5,21.6,2,10.2,High,Cloudy,2.73,2.5,1,515.68,Weather
SHP0302,2026-10-29,Bareilly,Central,Bike,237.6,22.0,3,9.5,Low,Clear,6.37,4.0,1,824.36,Route Congestion
SHP0303,2026-10-30,Delhi,West,Truck,318.1,5.2,1,11.9,Medium,Clear,7.46,4.0,1,836.56,Route Congestion
SHP0304,2026-10-31,Bareilly,East,Van,110.3,24.4,1,17.2,Medium,Clear,3.15,2.5,1,543.32,Weather
SHP0305,2026-11-01,Jaipur,West,Bike,347.8,23.8,3,5.8,Medium,Clear,8.83,4.0,1,1061.95,Weather
SHP0306,2026-11-02,Delhi,East,Bike,389.8,24.0,4,12.8,Medium,Cloudy,10.19,4.0,1,1262.0,Route Congestion
SHP0307,2026-11-03,Lucknow,West,Van,252.1,3.1,3,1.4,Medium,Clear,5.22,4.0,1,652.32,Warehouse Delay
SHP0308,2026-11-04,Jaipur,North,Bike,282.0,15.9,4,5.5,Low,Rain,7.21,4.0,1,852.83,Warehouse Delay
SHP0309,2026-11-05,Lucknow,Central,Van,24.9,14.6,4,8.9,Low,Clear,1.23,1.5,0,251.68,None
SHP0310,2026-11-06,Delhi,East,Truck,397.3,3.5,3,1.5,Low,Clear,8.72,4.0,1,1029.19,Weather
SHP0311,2026-11-07,Kanpur,North,Bike,166.7,8.2,3,11.5,Medium,Cloudy,5.11,2.5,1,574.24,Weather
SHP0312,2026-11-08,Kanpur,East,Bike,388.3,15.7,4,12.5,Medium,Clear,10.12,4.0,1,1075.4,Traffic
SHP0313,2026-11-09,Delhi,West,Truck,244.4,26.1,2,13.7,Low,Rain,6.15,4.0,1,847.3,Route Congestion
SHP0314,2026-11-10,Lucknow,Central,Van,4.9,8.7,1,9.8,High,Clear,1.1,1.5,0,229.85,None
SHP0315,2026-11-11,Lucknow,East,Bike,19.1,29.1,4,11.3,Medium,Rain,1.43,1.5,0,407.88,None
SHP0316,2026-11-12,Kanpur,East,Truck,286.7,19.3,2,7.7,Medium,Cloudy,6.84,4.0,1,915.64,Weather
SHP0317,2026-11-13,Kanpur,North,Truck,237.6,26.7,4,1.7,Medium,Cloudy,5.57,4.0,1,887.77,Route Congestion
SHP0318,2026-11-14,Kanpur,North,Van,14.1,16.8,2,2.7,Low,Clear,0.77,1.5,0,258.06,None
SHP0319,2026-11-15,Bareilly,West,Van,313.0,17.7,4,12.1,Medium,Cloudy,6.95,4.0,1,953.78,Weather
SHP0320,2026-11-16,Kanpur,East,Bike,358.3,21.9,1,17.9,Medium,Clear,9.67,4.0,1,1069.53,Traffic
SHP0321,2026-11-17,Lucknow,North,Bike,210.0,32.5,3,1.3,Low,Cloudy,5.26,2.5,1,833.03,Warehouse Delay
SHP0322,2026-11-18,Delhi,West,Van,197.2,17.5,2,10.5,High,Clear,4.69,2.5,1,727.55,Route Congestion
SHP0323,2026-11-19,Kanpur,North,Bike,5.3,18.7,2,13.8,High,Clear,1.18,1.5,0,301.26,None
SHP0324,2026-11-20,Bareilly,West,Van,331.0,21.3,2,15.1,Medium,Clear,7.29,4.0,1,1061.63,Traffic
SHP0325,2026-11-21,Bareilly,West,Truck,140.9,25.9,4,10.3,High,Clear,3.98,2.5,1,667.27,Traffic
SHP0326,2026-11-22,Lucknow,North,Bike,369.4,3.0,2,11.5,High,Clear,9.98,4.0,1,980.18,Weather
SHP0327,2026-11-23,Lucknow,West,Van,158.6,18.3,4,12.8,Low,Cloudy,3.85,2.5,1,587.48,Weather
SHP0328,2026-11-24,Delhi,East,Bike,238.6,17.1,2,15.6,Medium,Clear,6.8,4.0,1,827.47,Route Congestion
SHP0329,2026-11-25,Delhi,East,Truck,115.7,32.3,1,3.1,Medium,Cloudy,2.87,2.5,1,594.83,Route Congestion
SHP0330,2026-11-26,Jaipur,North,Bike,70.0,17.5,4,16.7,Low,Clear,2.68,1.5,1,375.27,Weather
SHP0331,2026-11-27,Jaipur,North,Van,326.1,16.7,1,1.4,Low,Cloudy,6.62,4.0,1,874.47,Weather
SHP0332,2026-11-28,Lucknow,North,Van,210.1,33.7,2,15.2,Low,Cloudy,5.12,2.5,1,835.34,Route Congestion
SHP0333,2026-11-29,Lucknow,Central,Van,226.7,16.0,4,2.3,Medium,Clear,4.81,4.0,1,706.35,Traffic
SHP0334,2026-11-30,Bareilly,North,Van,405.6,6.7,4,4.3,Medium,Cloudy,8.55,4.0,1,1038.59,Weather
SHP0335,2026-12-01,Jaipur,East,Van,404.8,8.0,4,1.1,Medium,Rain,8.34,4.0,1,989.99,Warehouse Delay
SHP0336,2026-12-02,Bareilly,East,Van,359.8,3.8,2,8.6,Low,Cloudy,7.57,4.0,1,885.18,Route Congestion
SHP0337,2026-12-03,Bareilly,East,Van,81.2,0.5,4,6.7,Low,Clear,2.04,2.5,0,254.57,None
SHP0338,2026-12-04,Lucknow,North,Truck,250.8,15.4,2,3.8,Medium,Clear,5.85,4.0,1,724.74,Weather
SHP0339,2026-12-05,Lucknow,North,Van,369.2,27.0,3,8.7,Medium,Cloudy,8.02,4.0,1,1185.78,Weather
SHP0340,2026-12-06,Bareilly,East,Van,159.2,25.8,3,7.8,High,Clear,3.98,2.5,1,684.71,Weather
SHP0341,2026-12-07,Kanpur,Central,Bike,45.2,1.6,1,14.1,High,Cloudy,2.51,1.5,1,271.47,Weather
SHP0342,2026-12-08,Lucknow,West,Van,341.2,20.2,2,16.2,High,Clear,7.97,4.0,1,1034.84,Traffic
SHP0343,2026-12-09,Kanpur,East,Van,203.9,5.8,2,12.1,High,Cloudy,4.97,2.5,1,690.64,Warehouse Delay
SHP0344,2026-12-10,Jaipur,North,Van,238.4,33.0,2,3.1,High,Clear,5.23,4.0,1,979.79,Weather
SHP0345,2026-12-11,Bareilly,North,Bike,412.6,6.3,2,6.0,Medium,Clear,10.56,4.0,1,1007.51,Weather
SHP0346,2026-12-12,Lucknow,North,Truck,256.2,22.1,3,16.5,Low,Rain,6.38,4.0,1,798.63,Traffic
SHP0347,2026-12-13,Bareilly,North,Van,180.2,11.8,1,2.5,Low,Cloudy,4.08,2.5,1,571.82,Route Congestion
SHP0348,2026-12-14,Bareilly,North,Van,157.3,22.6,1,7.9,Medium,Cloudy,3.85,2.5,1,619.41,Route Congestion
SHP0349,2026-12-15,Delhi,East,Bike,177.1,14.7,4,17.0,Low,Rain,5.41,2.5,1,600.14,Weather
SHP0350,2026-12-16,Delhi,West,Truck,52.4,26.7,2,17.2,Low,Clear,2.24,1.5,1,466.49,Traffic
SHP0351,2026-12-17,Jaipur,East,Bike,334.4,8.5,3,8.0,High,Clear,9.06,4.0,1,925.26,Route Congestion
SHP0352,2026-12-18,Delhi,East,Bike,352.3,31.7,3,12.3,Low,Clear,9.27,4.0,1,1126.94,Traffic
SHP0353,2026-12-19,Lucknow,East,Truck,121.6,17.8,3,8.8,High,Clear,3.44,2.5,1,611.05,Warehouse Delay
SHP0354,2026-12-20,Jaipur,North,Truck,129.7,26.6,2,13.8,Medium,Clear,3.89,2.5,1,645.57,Route Congestion
SHP0355,2026-12-21,Bareilly,Central,Bike,367.6,29.8,2,1.5,Medium,Rain,9.47,4.0,1,1151.95,Weather
SHP0356,2026-12-22,Bareilly,East,Van,13.0,35.0,4,3.5,Medium,Clear,0.79,1.5,0,455.84,None
SHP0357,2026-12-23,Delhi,North,Van,220.0,8.2,4,11.4,Low,Clear,5.06,4.0,1,578.94,Traffic
SHP0358,2026-12-24,Bareilly,North,Truck,196.4,10.4,2,5.0,Medium,Clear,4.76,2.5,1,577.89,Warehouse Delay
SHP0359,2026-12-25,Delhi,West,Van,290.8,9.1,3,12.3,Low,Clear,6.5,4.0,1,799.26,Weather
SHP0360,2026-12-26,Kanpur,East,Van,71.1,9.6,4,7.0,High,Clear,2.05,1.5,1,402.44,Weather
SHP0361,2026-12-27,Bareilly,East,Van,281.7,20.6,1,16.1,Low,Cloudy,6.27,4.0,1,850.68,Traffic
SHP0362,2026-12-28,Bareilly,East,Van,160.1,34.8,4,14.9,Low,Clear,3.94,2.5,1,786.79,Traffic
SHP0363,2026-12-29,Lucknow,North,Van,261.0,34.7,2,9.4,Medium,Clear,5.73,4.0,1,930.89,Weather
SHP0364,2026-12-30,Bareilly,East,Van,19.7,18.7,4,14.1,Medium,Cloudy,1.34,1.5,0,325.39,None
SHP0365,2026-12-31,Delhi,East,Bike,195.5,22.5,3,5.6,Medium,Clear,5.4,2.5,1,740.43,Traffic
SHP0366,2027-01-01,Jaipur,West,Truck,220.8,30.2,4,9.4,Medium,Cloudy,5.43,4.0,1,844.87,Warehouse Delay
SHP0367,2027-01-02,Jaipur,East,Truck,92.4,32.7,1,4.4,Low,Clear,2.48,2.5,0,600.06,None
SHP0368,2027-01-03,Lucknow,East,Van,61.2,7.5,1,15.6,Medium,Clear,2.11,1.5,1,317.88,Traffic
SHP0369,2027-01-04,Delhi,Central,Bike,81.6,18.7,4,15.0,Low,Clear,2.86,2.5,1,446.89,Traffic
SHP0370,2027-01-05,Kanpur,North,Bike,146.5,29.2,3,16.3,Low,Rain,4.69,2.5,1,721.57,Traffic
SHP0371,2027-01-06,Lucknow,Central,Van,43.4,11.0,3,15.9,Low,Clear,1.92,1.5,1,220.85,Warehouse Delay
SHP0372,2027-01-07,Kanpur,North,Bike,398.0,15.7,1,17.3,Low,Clear,10.46,4.0,1,1053.73,Traffic
SHP0373,2027-01-08,Jaipur,North,Truck,171.9,34.5,1,4.9,Low,Clear,4.15,2.5,1,749.91,Traffic
SHP0374,2027-01-09,Lucknow,North,Van,340.3,34.5,4,16.8,Medium,Cloudy,7.96,4.0,1,1133.14,Warehouse Delay
SHP0375,2027-01-10,Bareilly,West,Van,409.3,31.8,2,10.7,Low,Cloudy,8.69,4.0,1,1245.72,Traffic
SHP0376,2027-01-11,Delhi,West,Truck,36.7,28.0,3,8.2,Low,Clear,1.37,1.5,0,373.17,None
SHP0377,2027-01-12,Kanpur,West,Van,274.7,9.8,2,10.5,Medium,Cloudy,6.15,4.0,1,801.97,Weather
SHP0378,2027-01-13,Kanpur,West,Bike,366.4,11.6,2,6.8,Low,Cloudy,9.39,4.0,1,998.18,Traffic
SHP0379,2027-01-14,Lucknow,West,Van,267.5,19.4,1,5.9,Medium,Clear,5.81,4.0,1,846.26,Weather
SHP0380,2027-01-15,Lucknow,West,Van,181.9,19.8,4,5.1,High,Clear,4.27,2.5,1,672.44,Weather
SHP0381,2027-01-16,Delhi,North,Van,182.8,17.9,4,2.4,Medium,Clear,3.88,2.5,1,643.28,Weather
SHP0382,2027-01-17,Bareilly,East,Van,18.0,22.5,1,9.4,High,Rain,1.28,1.5,0,392.96,None
SHP0383,2027-01-18,Bareilly,Central,Truck,225.9,14.6,2,16.1,Low,Clear,5.71,4.0,1,686.83,Route Congestion
SHP0384,2027-01-19,Lucknow,North,Van,417.3,26.3,3,11.7,Low,Clear,8.84,4.0,1,1120.6,Traffic
SHP0385,2027-01-20,Delhi,East,Bike,402.8,12.0,2,9.9,Medium,Clear,10.37,4.0,1,1116.52,Traffic
SHP0386,2027-01-21,Delhi,West,Van,19.8,11.9,3,8.3,Medium,Clear,1.14,1.5,0,265.45,None
SHP0387,2027-01-22,Delhi,North,Van,297.3,4.9,2,8.9,High,Cloudy,6.67,4.0,1,798.63,Weather
SHP0388,2027-01-23,Bareilly,North,Bike,128.8,7.0,1,4.6,Low,Clear,3.72,2.5,1,431.74,Route Congestion
SHP0389,2027-01-24,Bareilly,North,Bike,379.5,29.8,2,15.0,Medium,Cloudy,10.1,4.0,1,1159.41,Route Congestion
SHP0390,2027-01-25,Delhi,Central,Van,21.8,15.9,3,4.4,Medium,Clear,1.08,1.5,0,276.87,None
SHP0391,2027-01-26,Kanpur,North,Bike,393.3,8.4,1,13.2,Low,Clear,10.2,4.0,1,990.74,Warehouse Delay
SHP0392,2027-01-27,Delhi,West,Truck,352.2,26.7,4,13.9,Low,Clear,8.34,4.0,1,1152.87,Warehouse Delay
SHP0393,2027-01-28,Lucknow,West,Bike,52.0,19.6,1,10.8,High,Cloudy,2.31,1.5,1,477.03,Traffic
SHP0394,2027-01-29,Jaipur,East,Bike,27.9,1.2,1,15.7,Low,Clear,1.77,1.5,1,140.37,Warehouse Delay
SHP0395,2027-01-30,Kanpur,West,Van,351.1,11.4,3,5.9,High,Clear,7.64,4.0,1,1029.65,Weather
SHP0396,2027-01-31,Bareilly,West,Truck,68.0,6.6,3,16.0,Medium,Cloudy,2.61,1.5,1,344.3,Traffic
SHP0397,2027-02-01,Delhi,West,Bike,226.1,23.1,2,13.4,Medium,Clear,6.36,4.0,1,749.02,Route Congestion
SHP0398,2027-02-02,Delhi,North,Bike,384.9,10.0,2,14.6,Medium,Clear,10.24,4.0,1,1039.08,Route Congestion
SHP0399,2027-02-03,Lucknow,North,Bike,239.6,2.7,1,12.3,High,Clear,6.9,4.0,1,645.75,Warehouse Delay
SHP0400,2027-02-04,Lucknow,West,Van,168.6,2.4,3,15.4,Low,Cloudy,4.18,2.5,1,476.24,Route Congestion
SHP0401,2027-02-05,Bareilly,North,Van,188.6,20.6,2,17.9,Low,Clear,4.65,2.5,1,651.93,Traffic
SHP0402,2027-02-06,Kanpur,North,Bike,29.3,1.2,1,8.1,Medium,Clear,1.49,1.5,0,178.34,None
SHP0403,2027-02-07,Lucknow,North,Bike,407.0,29.8,2,14.8,Medium,Clear,10.79,4.0,1,1246.38,Route Congestion
SHP0404,2027-02-08,Bareilly,East,Van,132.5,5.9,4,13.7,Low,Clear,3.37,2.5,1,323.42,Traffic
SHP0405,2027-02-09,Jaipur,Central,Truck,82.0,21.4,2,8.7,Low,Clear,2.41,2.5,0,444.16,None
SHP0406,2027-02-10,Jaipur,West,Van,122.3,15.8,4,16.8,Low,Clear,3.39,2.5,1,520.62,Warehouse Delay
SHP0407,2027-02-11,Jaipur,Central,Van,405.1,15.8,2,7.7,Low,Clear,8.2,4.0,1,1097.77,Route Congestion
SHP0408,2027-02-12,Delhi,North,Bike,42.3,3.0,1,10.6,Low,Clear,1.77,1.5,1,171.35,Traffic
SHP0409,2027-02-13,Bareilly,Central,Bike,364.7,28.2,2,2.8,High,Cloudy,9.36,4.0,1,1239.38,Traffic
SHP0410,2027-02-14,Delhi,North,Bike,298.2,31.3,2,4.8,Low,Clear,7.63,4.0,1,1002.73,Warehouse Delay
SHP0411,2027-02-15,Delhi,East,Van,349.1,0.9,1,15.3,High,Clear,8.08,4.0,1,905.98,Traffic
SHP0412,2027-02-16,Lucknow,North,Truck,409.9,6.7,3,7.7,High,Rain,9.38,4.0,1,1134.14,Warehouse Delay
SHP0413,2027-02-17,Lucknow,Central,Truck,354.2,31.7,2,7.7,Low,Cloudy,7.97,4.0,1,1128.52,Weather
SHP0414,2027-02-18,Delhi,East,Truck,396.4,19.5,3,5.2,Medium,Cloudy,8.62,4.0,1,1107.33,Weather
SHP0415,2027-02-19,Delhi,West,Truck,55.9,5.7,2,9.4,Medium,Clear,1.93,1.5,1,185.14,Weather
SHP0416,2027-02-20,Kanpur,Central,Truck,334.8,7.5,2,14.7,Medium,Clear,7.97,4.0,1,869.62,Traffic
SHP0417,2027-02-21,Bareilly,West,Bike,230.5,23.3,2,16.2,Low,Clear,6.45,4.0,1,800.91,Traffic
